,Full Name,Born,Current Age,Bats,Bowls,Matches,Died
3761,Timothy J G  Gruitjers,28/08/1991,29 years 68 days,Right Handed,Right Arm Medium,5 (2010-2013),
3891,Duncan I Allan,14/10/1991,29 years 21 days,Right Handed,Right Arm Medium Fast,5 (2011-2013),
3892,Runish D Gudhka,06/09/1989,31 years 59 days,Right Handed,Right Arm Off Break,2 (2011-2011),
3812,Dominic S Wesonga,16/07/1978,42 years 111 days,Right Handed,Right Arm Fast Medium,4 (2010-2011),
3894,Lucas Oluoch Ndandason,07/08/1991,29 years 89 days,Right Handed,Left Arm Fast Medium,2 (2011-2011),
3896,Emmanuel B Ringera,08/09/1993,27 years 57 days,Right Handed,Right Arm Medium Fast,1 (2011-2011),
3620,Rajesh L Bhudia,22/11/1984,35 years 348 days,Right Handed,Right Arm Medium,5 (2008-2009),
4231,Benjamin N Cooper,10/02/1992,28 years 268 days,Left Handed,Right Arm Medium,8 (2013-),
4020,Michael J Rippon,14/09/1991,29 years 51 days,Right Handed,Left Arm Wrist Spin (Chinaman),6 (2013-),
4021,Paul A van Meekeren,29/08/1989,31 years 67 days,Right Handed,Right Arm Fast Medium,5 (2013-),
4005,Neil M Carter,29/01/1975,45 years 280 days,Left Handed,Left Arm Medium Fast,3 (2013-2013),
2789,Phenyo V Mpitsang,28/03/1980,40 years 221 days,Right Handed,Right Arm Fast Medium,2 (1999-1999),
3063,Monde Zondeki,25/07/1982,38 years 102 days,Right Handed,Right Arm Fast,13 (2002-2008),
2225,Hewasandatchige Asiri Prasanna Wishvanath Jayawardene,09/10/1979,41 years 26 days,Right Handed,,6 (2003-2007),
2727,Tariq Iqbal,03/04/1964,56 years 215 days,Right Handed,,3 (1996-1996),
3343,Harry P Rinke,05/11/1981,38 years 365 days,Right Handed,Right Arm Fast Medium,18 (2006-2006),
3344,Gregory M Strydom,26/03/1984,36 years 223 days,Right Handed,Right Arm Medium,12 (2006-2006),
3734,Trevor N Garwe,27/06/1986,34 years 130 days,Left Handed,Right Arm Fast Medium,1 (2009-2009),
3770,Gregory A Lamb,04/03/1981,39 years 245 days,Right Handed,Right Arm Medium,15 (2010-2011),
2048,Robert J Kennedy,03/06/1972,48 years 154 days,Right Handed,Right Arm Medium,7 (1996-1996),
2656,Nolan E Clarke,22/06/1948,72 years 135 days,Right Handed,Right Arm Leg Break,5 (1996-1996),
2651,Peter E Cantrell,28/10/1962,58 years 7 days,Right Handed,Right Arm Off Break,5 (1996-1996),
2616,Gerald J A F Aponso,28/10/1952,68 years 7 days,Left Handed,Right Arm Leg Break,5 (1996-1996),
2699,Eric Gouka,29/01/1970,50 years 280 days,Right Handed,Right Arm Medium,3 (1996-1996),
2862,Marcelis M C Schewe,10/05/1969,51 years 178 days,Right Handed,,5 (1996-1996),
2732,Floris Jansen,10/06/1962,58 years 147 days,Right Handed,Right Arm Medium,2 (1996-1996),
2628,Paul-Jan Bakker,19/08/1957,63 years 77 days,Right Handed,Right Arm Medium Fast,5 (1996-1996),
3042,Reiout H Scholte,10/08/1967,53 years 86 days,Right Handed,,5 (2002-2003),
3038,Jacob-Jan Esmeijer,28/05/1972,48 years 160 days,Right Handed,Left Arm Orthodox,6 (2002-2003),
3684,Gregor I Maiden,22/07/1979,41 years 105 days,Right Handed,Right Arm Off Break,7 (2010-2011),
3594,Mohammad Q Sheikh,31/10/1984,36 years 4 days,Left Handed,Left Arm Medium,7 (2008-2010),
5249,Ainsley Ndlovu,26/01/1996,24 years 283 days,Right Handed,Left Arm Orthodox,2 (2019-),
1824,Graham E Vivian,28/02/1946,74 years 250 days,Left Handed,Right Arm Leg Break,1 (1973-1973),
3841,Luke J Woodcock,19/03/1982,38 years 230 days,Left Handed,Left Arm Orthodox,4 (2011-2011),
4250,Bilawal Bhatti,17/09/1991,29 years 48 days,Right Handed,Right Arm Medium Fast,10 (2013-2015),
3978,Todd Duncan Astle,24/09/1986,34 years 41 days,Right Handed,Right Arm Leg Break,9 (2017-),
4593,Rumman Raees,18/10/1991,29 years 17 days,Right Handed,Left Arm Medium Fast,9 (2017-),
1327,Norman M Parker,28/08/1948,72 years 68 days,Right Handed,,1 (1976-1976),
1490,Andrew D G Roberts,06/05/1947,,Right Handed,Right Arm Medium,1 (1976-1976),26/10/1989
0071,Robert W Anderson,02/10/1948,72 years 33 days,Right Handed,,2 (1976-1978),
0934,Zakir Khan,03/04/1963,57 years 215 days,Right Handed,Right Arm Fast Medium,17 (1984-1990),
1683,Derek A Stirling,05/10/1961,59 years 30 days,Right Handed,Right Arm Fast Medium,6 (1984-1984),
1893,David J White,26/06/1961,59 years 131 days,Right Handed,Right Arm Off Break,3 (1990-1990),
0222,Grant E Bradburn,26/05/1966,54 years 162 days,Right Handed,Right Arm Off Break,11 (1990-2001),
3020,Robert G Hart,02/12/1974,45 years 338 days,Right Handed,,2 (2002-2002),
2249,Brooke G K Walker,25/03/1977,43 years 224 days,Right Handed,Right Arm Leg Break,11 (2000-2002),
3152,Richard A Jones,22/10/1973,47 years 13 days,Right Handed,,5 (2003-2003),
3151,Matthew D J Walker,17/01/1977,43 years 292 days,Right Handed,Right Arm Medium,3 (2003-2003),
2021,Kerry P Walmsley,23/08/1973,47 years 73 days,Right Handed,Right Arm Fast Medium,2 (2003-2003),
3155,Tamahau K Canning,07/04/1977,43 years 211 days,Right Handed,Right Arm Fast Medium,4 (2003-2005),
1058,Shahid Mahboob,25/08/1962,58 years 71 days,Right Handed,Right Arm Fast Medium,10 (1982-1984),
2070,Azam Khan,01/03/1969,51 years 248 days,Right Handed,,6 (1996-1998),
2214,Atiq-Uz-Zaman,20/07/1975,45 years 107 days,Right Handed,,3 (2000-2000),
2163,Matthew D Bell,25/02/1977,43 years 253 days,Right Handed,Right Arm Off Break,7 (1998-2001),
3119,Faisal Athar,15/10/1975,45 years 20 days,Right Handed,,1 (2003-2003),
2894,Ian M Stanger,05/10/1971,49 years 30 days,Right Handed,Right Arm Medium,5 (1999-2006),
2941,John Greig Williamson,20/12/1968,51 years 320 days,Right Handed,Right Arm Medium,2 (1999-1999),
0211,Tertius Bosch,14/03/1966,,Right Handed,Right Arm Fast Medium,2 (1992-1992),14/02/2000
2648,Carl E Bulfin,19/08/1973,47 years 77 days,Right Handed,Right Arm Fast Medium,4 (1999-1999),
3161,Michael H W Papps,02/07/1979,41 years 125 days,Right Handed,,6 (2004-2005),
3784,Robert J Nicol,28/05/1983,37 years 160 days,Right Handed,Right Arm Medium,22 (2011-2013),
3933,Tarun S Nethula,08/05/1983,37 years 180 days,Right Handed,Right Arm Leg Break,5 (2012-2012),
3934,Michael D Bates,11/10/1983,37 years 24 days,Right Handed,Left Arm Medium Fast,2 (2012-2012),
1973,Clive E Eksteen,02/12/1966,53 years 338 days,Right Handed,Left Arm Orthodox,6 (1991-1994),
3328,Andrew G Puttick,11/12/1980,39 years 329 days,Left Handed,Right Arm Medium,1 (2005-2005),
4228,David Wiese,18/05/1985,35 years 170 days,Right Handed,Right Arm Medium Fast,6 (2015-2016),
0535,Ellukutige R N S Fernando,19/12/1955,64 years 321 days,Right Handed,,7 (1983-1983),
0628,Yohan Goonasekera,08/11/1957,62 years 362 days,Left Handed,,3 (1983-1983),
2781,Manimeldura C Mendis,28/12/1968,51 years 312 days,Right Handed,Right Arm Off Break,1 (1995-1995),
1999,Sanjeeva Ranatunga,25/04/1969,51 years 193 days,Left Handed,Right Arm Off Break,13 (1994-1996),
4474,Jeffrey Dexter Francis Vandersay,05/02/1990,30 years 273 days,Right Handed,Right Arm Leg Break,12 (2015-),
4732,Tim Louis Seifert,14/12/1994,25 years 326 days,Right Handed,,3 (2019-),
2835,Sirimewan K Ranasinghe,04/07/1962,58 years 123 days,Left Handed,Right Arm Medium,4 (1986-1986),
0060,Kaushik N Amalean,07/04/1965,55 years 211 days,Right Handed,Right Arm Fast Medium,8 (1986-1988),
1903,Anguppulige Gamini Dayantha Wickremasinghe,27/12/1965,54 years 313 days,Right Handed,,4 (1992-1993),
2143,M R C Niroshan Bandarathilake,16/05/1975,45 years 172 days,Right Handed,Left Arm Orthodox,3 (1998-1998),
2912,Anura P B Tennekoon,29/10/1946,74 years 6 days,Right Handed,Left Arm Orthodox,4 (1975-1979),
1808,Robert H Vance,31/03/1955,65 years 218 days,Right Handed,,8 (1988-1989),
2008,Rajindra Dhanraj,06/02/1969,51 years 272 days,Right Handed,Right Arm Leg Break,6 (1994-1995),
2717,Roydon L Hayes,09/05/1971,49 years 179 days,Right Handed,Right Arm Fast,1 (1995-1995),
2131,Dinanath Ramnarine,04/06/1975,45 years 153 days,Right Handed,Right Arm Leg Break,4 (1997-2001),
3596,Shawn E Findlay,03/03/1984,36 years 246 days,Left Handed,Right Arm Medium,9 (2008-2009),
3713,Chadwick Antonio Kirkpatrick Walton,03/07/1985,35 years 124 days,Right Handed,,9 (2009-),
4718,Ronsford Rodwick Beaton,17/09/1992,28 years 48 days,Right Handed,Right Arm Fast Medium,2 (2017-),
2662,Sean G Davies,15/10/1973,47 years 20 days,Left Handed,Right Arm Medium Fast,4 (1996-1996),
2678,Ebrahim A Essop-Adam,16/11/1968,51 years 354 days,Right Handed,Right Arm Off Break,1 (1992-1992),
1435,Ujesh Ranchod,17/05/1969,51 years 171 days,Right Handed,Right Arm Off Break,3 (1992-1993),
2904,Glen P Sulzberger,14/03/1973,47 years 235 days,Left Handed,Right Arm Off Break,3 (2000-2000),
3913,Graeme W Aldridge,15/11/1977,42 years 355 days,Right Handed,Right Arm Fast Medium,2 (2011-2011),
3398,Neil J MacRae,25/03/1972,48 years 224 days,Right Handed,,2 (2006-2006),
2010,Steven D Jack,04/08/1970,50 years 92 days,Right Handed,Right Arm Fast,2 (1994-1995),
4625,Duanne Olivier,09/05/1992,28 years 179 days,Right Handed,Right Arm Medium Fast,2 (2019-),
4746,Hussain Talat,12/02/1996,24 years 266 days,Left Handed,,1 (2019-),
2848,Saeed Azad,14/08/1966,54 years 82 days,Right Handed,Right Arm Medium,4 (1995-1996),
3701,Zulqarnain Haider,03/04/1986,34 years 215 days,Right Handed,,4 (2010-2010),
3824,Juan Theron,24/07/1985,35 years 103 days,Right Handed,Right Arm Medium Fast,13 (2010-),
0871,Rohan S A Jayasekera,07/12/1957,62 years 333 days,Right Handed,,2 (1982-1982),
0013,Franklyn S Ahangama,14/09/1959,61 years 51 days,Left Handed,Right Arm Medium,1 (1985-1985),
2602,Aamer Hanif,04/10/1971,49 years 31 days,Right Handed,Right Arm Medium,5 (1993-1995),
5500,Minod Bhanuka Ranasinghe,29/04/1995,25 years 189 days,Left Handed,,1 (2019-),
0428,Ashley M de Silva,03/12/1963,56 years 337 days,Right Handed,,4 (1986-1993),
2823,Kahawalage G Perera,22/05/1964,56 years 166 days,Right Handed,Left Arm Orthodox,1 (1986-1986),
1994,Ashfaq Ahmed,06/06/1973,47 years 151 days,Right Handed,Right Arm Fast Medium,3 (1994-1994),
3956,Sajeewa Weerakoon,17/02/1978,42 years 261 days,Left Handed,Left Arm Orthodox,2 (2012-2012),
1101,Asif Masood,23/01/1946,74 years 286 days,Right Handed,Right Arm Fast Medium,7 (1973-1976),
2799,Naseer Malik,01/12/1950,,Right Handed,Right Arm Fast Medium,3 (1975-1975),01/08/1999
2839,Nilantha L K Ratnayake,22/11/1968,51 years 348 days,Left Handed,Right Arm Fast Medium,2 (1989-1990),
2761,Mahmood Hamid,19/01/1969,51 years 290 days,Right Handed,Right Arm Medium,1 (1995-1995),
2734,Javed Qadeer,25/08/1976,44 years 71 days,Right Handed,,1 (1995-1995),
1259,Aamir Nazir,02/01/1971,49 years 307 days,Right Handed,Right Arm Fast Medium,9 (1993-1995),
2639,Jayawardene W H D Boteju,03/11/1977,43 years 1 days,Right Handed,Right Arm Medium,2 (1999-1999),
2958,Humayun Farhat,24/01/1981,39 years 285 days,Right Handed,,5 (2001-2001),
2965,Kashif Raza,26/12/1979,40 years 314 days,Right Handed,Right Arm Fast Medium,1 (2001-2001),
3921,Chamith K B Kulasekara,15/07/1985,35 years 112 days,Right Handed,Right Arm Fast Medium,4 (2011-2012),
3649,Mohammad Talha,15/10/1988,32 years 20 days,Right Handed,Right Arm Medium Fast,3 (2014-2014),
0088,Taslim Arif,01/05/1954,,Right Handed,,2 (1980-1980),13/03/2008
1800,Rizwan-Uz-Zaman,04/09/1962,58 years 61 days,Right Handed,,3 (1981-1987),
3862,Usman Salahuddin,02/12/1990,29 years 338 days,Right Handed,,2 (2011-2011),
3856,Mohammad Salman,07/08/1981,39 years 89 days,Right Handed,Right Arm Leg Break,7 (2011-2011),
4218,Asad Ali,14/10/1988,32 years 21 days,,,4 (2013-2013),
2728,Iqbal Sikander,19/12/1958,61 years 321 days,Right Handed,Right Arm Leg Break,4 (1992-1992),
2034,Ijaz Ahmed,02/02/1969,51 years 276 days,Right Handed,Right Arm Off Break,2 (1997-1997),
2051,Patterson I C Thompson,26/09/1971,49 years 39 days,Right Handed,Right Arm Fast,2 (1997-1997),
3005,Darryl Brown,18/12/1973,46 years 322 days,Right Handed,Right Arm Medium,3 (2001-2002),
3240,Mohammad Khalil,11/12/1982,37 years 329 days,Left Handed,Left Arm Medium,3 (2005-2005),
3610,Brendan P Nash,14/12/1977,42 years 326 days,Left Handed,Left Arm Medium,9 (2008-2009),
3527,Khurram Manzoor,10/06/1986,34 years 147 days,Right Handed,Right Arm Off Break,7 (2008-2009),
2729,Irfan Bhatti,28/09/1964,56 years 37 days,Right Handed,Right Arm Fast Medium,1 (1993-1993),
3520,Samiullah Khan,04/08/1982,38 years 92 days,Right Handed,Left Arm Medium Fast,2 (2008-2008),
3522,Kamran Hussain,09/05/1977,43 years 179 days,Right Handed,Left Arm Fast Medium,2 (2008-2008),
0261,Mark G Burmester,24/01/1968,52 years 285 days,Right Handed,Right Arm Medium,8 (1992-1995),
4480,Aamer Yamin,26/06/1990,30 years 131 days,Right Handed,Right Arm Medium,4 (2015-),
4802,Ryan Craig Murray,30/03/1998,22 years 219 days,Right Handed,Right Arm Off Break,5 (2018-),
4803,Liam Nicholas Roche,14/09/1999,21 years 51 days,Right Handed,Right Arm Off Break,3 (2018-),
4572,Prince S Masvaure,07/10/1988,32 years 28 days,Left Handed,Left Arm Fast Medium,2 (2018-),
4437,Con de Wet de Lange,11/02/1981,,Right Handed,Left Arm Orthodox,13 (2016-),18/04/2019
4577,Christopher B Sole,27/02/1994,26 years 251 days,Right Handed,Right Arm Medium,10 (2016-),
4642,Dharshanapriya Sandun Weerakkody,03/09/1993,27 years 62 days,Left Handed,,3 (2017-2017),
4644,Lahiru Dilshan Madushanka,12/09/1992,28 years 53 days,Right Handed,Right Arm Fast Medium,4 (2017-2017),
4852,Bodiyabaduge Oshada Piyumal Fernando,15/04/1992,28 years 203 days,Right Handed,Right Arm Leg Break,6 (2019-),
4950,Palihawadana Arachchilage Ralp Priyamal Perera,02/05/1995,25 years 186 days,Right Handed,Right Arm Off Break,2 (2019-),
4827,Pasqual Handi Kamindu Dilanka Mendis,30/09/1998,22 years 35 days,Left Handed,Left Arm Orthodox/Right Arm Off Break,2 (2019-),
2938,Ranasinghe P A H Wickramaratne,21/02/1971,49 years 257 days,Left Handed,Left Arm Orthodox,3 (1993-1993),
4805,Neketh Gedara Roshan Prabath Jayasuriya,05/11/1991,28 years 365 days,Right Handed,Left Arm Orthodox,2 (2018-),
1515,Mark W Rushmere,07/01/1965,55 years 302 days,Right Handed,Right Arm Medium,4 (1992-1992),
0755,Omar Henry,23/01/1952,68 years 286 days,Left Handed,Left Arm Orthodox,3 (1992-1992),
3339,Johannes J van der Wath,10/10/1978,42 years 25 days,Right Handed,Right Arm Fast,10 (2006-2007),
4367,Paskuwal Handi Tharindu Kaushal,05/03/1993,27 years 244 days,Right Handed,Right Arm Off Break,1 (2015-2015),
2864,Keith F Semple,21/08/1970,50 years 75 days,Right Handed,Right Arm Medium,7 (1999-1999),
3515,Brenton A Parchment,24/06/1982,38 years 133 days,Right Handed,Right Arm Off Break,7 (2007-2008),
3523,Patrick A Browne,26/01/1982,38 years 283 days,Right Handed,,5 (2008-2008),
3927,Marchant de Lange,13/10/1990,30 years 22 days,Right Handed,Right Arm Medium Fast,4 (2012-2016),
2924,Cornelius J P G Van Zyl,01/10/1961,59 years 34 days,Right Handed,Right Arm Fast Medium,2 (1992-1992),
2967,Leon V Garrick,11/11/1976,43 years 359 days,Right Handed,Right Arm Medium,3 (2001-2001),
2737,Kerry C B Jeremy,06/02/1980,40 years 272 days,Right Handed,Right Arm Fast Medium,6 (2000-2001),
4740,Christiaan Jonker,24/09/1986,34 years 41 days,Right Handed,Right Arm Medium Fast,2 (2018-),
2012,Phillipus J R Steyn,30/07/1967,53 years 97 days,Right Handed,Right Arm Medium,1 (1995-1995),
2985,Claude W Henderson,14/06/1972,48 years 143 days,Right Handed,Left Arm Orthodox,4 (2001-2001),
3497,Gulam H Bodi,04/01/1979,41 years 305 days,Left Handed,Left Arm Orthodox,2 (2007-2007),
2674,Kevin G Duers,30/06/1960,60 years 127 days,Right Handed,Right Arm Medium Fast,6 (1992-1992),
3060,Richard W Sims,23/07/1979,41 years 104 days,Right Handed,Right Arm Off Break,3 (2002-2003),
1981,Dulip Prasamma Samaraweera,12/02/1972,48 years 266 days,Right Handed,Right Arm Off Break,5 (1993-1994),
3290,Deighton C Butler,14/07/1974,46 years 113 days,Left Handed,Left Arm Fast Medium,5 (2005-2006),
3116,H G Dharshana Nayanakanatha,02/03/1979,41 years 247 days,Right Handed,Right Arm Fast Medium,3 (2003-2003),
3544,Mahela L Udawatte,19/07/1986,34 years 108 days,Left Handed,Right Arm Off Break,9 (2008-2008),
2682,Edward R Fernando,22/02/1944,76 years 256 days,Right Handed,,3 (1975-1975),
2721,Peter D Heyn,26/06/1945,75 years 131 days,Left Handed,Right Arm Medium,2 (1975-1975),
2915,Michael H Tissera,23/03/1939,81 years 226 days,Right Handed,Right Arm Leg Break,3 (1975-1975),
2828,Hemal S M Pieris,16/02/1946,74 years 262 days,Left Handed,Right Arm Fast Medium,3 (1975-1975),
0904,Lalith W Kaluperuma,25/05/1949,71 years 163 days,Right Handed,Right Arm Off Break,4 (1975-1982),
2666,Granville N De Silva,12/03/1955,65 years 237 days,Right Handed,Right Arm Fast Medium,4 (1983-1985),
4600,Carl Tapfuma Mumba,06/05/1995,25 years 182 days,Right Handed,Right Arm Fast Medium,7 (2016-),
2195,Indika S Gallage,22/11/1975,44 years 348 days,Right Handed,Right Arm Medium,3 (1999-2001),
2836,Nishantha Ranatunga,22/01/1966,54 years 287 days,Right Handed,Right Arm Medium Fast,2 (1993-1993),
2189,Trevor R Gripper,28/12/1975,44 years 312 days,Right Handed,Right Arm Off Break,8 (2001-2003),
2821,Gerald E Peckover,02/06/1955,65 years 155 days,Right Handed,,3 (1983-1983),
4515,Abu Hider,14/02/1996,24 years 264 days,Right Handed,Left Arm Fast Medium,2 (2018-),
4034,Siddarth Kaul,19/05/1990,30 years 169 days,Right Handed,Right Arm Medium,3 (2018-),
4363,Fareed Ahmad,10/08/1994,26 years 86 days,Left Handed,Left Arm Fast Medium,5 (2014-2017),
4927,James Cameron-Dow,18/05/1990,30 years 170 days,Left Handed,Left Arm Orthodox,4 (2019-),
3726,Ahmed Shah,20/10/1983,37 years 15 days,Left Handed,Left Arm Orthodox,1 (2009-2009),
4520,Bradley Thomas James Wheal,28/08/1996,24 years 68 days,Right Handed,Right Arm Fast,13 (2016-),
4506,Sayed Ahmad Shirzad,01/10/1994,26 years 34 days,Left Handed,Left Arm Medium,2 (2019-),
4505,Rokhan Barakzai,01/01/1989,31 years 308 days,Left Handed,Left Arm Orthodox,1 (2015-2015),
1137,Graham Douglas Mckenzie,24/06/1941,79 years 133 days,Right Handed,Right Arm Fast,1 (1971-1971),
1744,Alan L Thomson,02/12/1945,74 years 338 days,Right Handed,Right Arm Fast Medium,1 (1971-1971),
0351,Alan N Connolly,29/06/1939,81 years 128 days,Right Handed,Right Arm Fast Medium,1 (1971-1971),
4374,Gurinder S Sandhu,14/06/1993,27 years 143 days,Left Handed,Right Arm Fast Medium,2 (2015-2015),
0342,David J Colley,15/03/1947,73 years 234 days,Right Handed,Right Arm Fast Medium,1 (1972-1972),
4712,Craig Overton,10/04/1994,26 years 208 days,Right Handed,Right Arm Medium Fast,1 (2018-),
4510,Joel S Paris,11/12/1992,27 years 329 days,Left Handed,Left Arm Fast Medium,2 (2016-2016),
4675,Mohammed Siraj,13/03/1994,26 years 236 days,Right Handed,Right Arm Medium Fast,1 (2019-),
2920,Prashant S Vaidya,23/09/1967,53 years 42 days,Right Handed,Right Arm Medium Fast,4 (1995-1996),
2916,Glenn S Trimble,01/01/1963,57 years 308 days,Right Handed,,2 (1986-1986),
2944,Warren A Wisneski,19/02/1969,51 years 259 days,Right Handed,Right Arm Medium,3 (2000-2000),
0282,Ian W Callen,02/05/1955,65 years 186 days,Left Handed,Right Arm Fast Medium,5 (1978-1982),
2830,Graeme D Porter,18/03/1955,65 years 231 days,Right Handed,Right Arm Medium,2 (1979-1979),
2846,David B Rundle,25/09/1965,55 years 40 days,Right Handed,Right Arm Off Break,2 (1994-1994),
3337,Garnett J-P Kruger,05/01/1977,43 years 304 days,Right Handed,Right Arm Medium,3 (2006-2006),
3662,Shane M Harwood,01/03/1974,46 years 248 days,Right Handed,Right Arm Fast Medium,1 (2009-2009),
4595,Joe M Mennie,24/12/1988,31 years 316 days,Right Handed,Right Arm Fast Medium,2 (2016-2016),
5839,Daryn Miles Dupavillon,15/07/1994,26 years 112 days,Right Handed,Right Arm Fast,1 (2020-),
2683,Thewarathantrige L Fernando,27/12/1962,57 years 313 days,Right Handed,Right Arm Medium,1 (1989-1989),
0332,Wayne M Clark,17/09/1953,67 years 48 days,Right Handed,Right Arm Fast Medium,2 (1978-1978),
1597,Robert Baddeley Simpson,03/02/1936,84 years 275 days,Right Handed,Right Arm Leg Break,2 (1978-1978),
3743,Sudeep Tyagi,19/09/1987,33 years 46 days,Right Handed,Right Arm Medium,4 (2009-2010),
2791,Saradindu P Mukherjee,05/10/1964,56 years 30 days,Right Handed,Right Arm Off Break,3 (1990-1991),
3569,Manpreet Gony,04/01/1984,36 years 305 days,Right Handed,Right Arm Medium,2 (2008-2008),
